,Air Flow (kg/hr),BMEP (bar),BSFC (kg/kW-hr),Brake Power (kW),Brake Power as percent of Heat Input (%),Brake Thermal Efficiency (%),Exhaust Loss as percent of Heat Input (%),Friction Power (kW),Fuel Flow (kg/hr),Heat Loss as percent of Heat Input (%),IMEP (bar),ISFC (kg/kW-hr),Indicated Thermal Efficiency (%),Mechanical Efficiency (%),Output Torque (Nm),Sum of Brake Power and Losses (%),Volumetric Efficiency (%)
0,31.350619547972308,0.6817417263106912,1.3270133457562183,0.5929405326,6.459187919126778,6.459187919126778,,0.5070594674,0.7868400000000001,,1.264740488651425,0.7153090909090909,11.982831869975382,53.903684781818185,3.6297,,85.58138503108556
1,30.493563380987634,2.726966905242765,0.4110480654017772,2.3261513202,20.85261869083477,20.85261869083477,,0.9238486797999999,0.95616,,3.810002541570247,0.2942030769230769,29.134394721744115,71.57388677538462,14.5188,,84.87397220057893
2,30.83920822251422,1.0226125894660367,0.8167578442398948,0.8780080963500001,10.49445515813253,10.49445515813253,,1.42199190365,0.71712,,2.6788009877693706,0.3117913043478261,27.490916045132913,38.17426505869565,5.4445500000000004,,85.27864276207436
3,30.493563380987634,1.8747897473544008,0.48388648324108346,1.6055005190400005,17.713717717463265,17.713717717463265,,1.3544994809599995,0.77688,,3.4564782672803145,0.2624594594594595,32.65810494726157,54.23988240000001,9.981675000000001,,84.54243324667044
4,30.83920822251422,1.3634834526213824,0.6797487462869856,1.17219782214,12.609701184810673,12.609701184810673,,0.9278021778600001,0.7968,,2.442689447483828,0.3794285714285714,22.590361445783135,55.81894391142856,7.2594,,85.16803492451007
5,30.493563380987634,2.3860960420874195,0.45998235890198863,2.0353824051750005,18.634255000320433,18.634255000320433,,1.2646175948249998,0.9362399999999999,,3.8686179652867123,0.28370909090909086,30.212033544512394,61.67825470227274,12.70395,,84.87397220057893
6,31.18106923627473,0.17043543157767282,4.598434486494719,0.14728490793750001,1.8639884066201782,1.8639884066201782,,0.0027150920624999914,0.6772799999999999,,0.17357728700553285,4.515199999999999,1.8983497013263135,98.18993862500001,0.907425,,85.6676959792542
7,29.790393885927767,3.4087086315534556,0.3815320395274603,2.871580592175,22.465815930018774,22.465815930018774,,0.6684194078250002,1.0956,,4.20215563114652,0.30949152542372876,27.695196369895164,81.11809582415253,18.1485,,83.95944565349616
8,32.99885973431588,0.3408708631553456,2.371431146548715,0.2939996807475,3.61445390641136,3.61445390641136,,0.2560003192525,0.6972,,0.6376842799923151,1.2676363636363637,6.761740840914679,53.45448740863637,1.81485,,90.83775678171313
9,32.51304271057234,2.045225178932074,0.47291978170409954,1.748034300915,18.124487287342138,18.124487287342138,,0.8019656990850001,0.82668,,2.9835365378967977,0.32418823529411767,26.439665719677325,68.5503647417647,10.889100000000001,,90.31777727579737
10,30.83920822251422,1.0226125894660367,0.8383567870872822,0.8791483666050001,10.224082041738383,10.224082041738383,,1.270851633395,0.73704,,2.5008487200429665,0.34280930232558143,25.003488858910544,40.89062170255814,5.4445500000000004,,85.16803492451007
11,30.83920822251422,2.045225178932074,0.4453020708519253,1.7446134901500001,19.248571099232095,19.248571099232095,,0.9053865098499998,0.77688,,3.1066174569726632,0.29316226415094343,29.23783044264972,65.8344713264151,10.889100000000001,,85.83601951215326
