,Air Flow (kg/hr),BMEP (bar),BSFC (kg/kW-hr),Brake Power (kW),Brake Power as percent of Heat Input (%),Brake Thermal Efficiency (%),Exhaust Loss as percent of Heat Input (%),Friction Power (kW),Fuel Flow (kg/hr),Heat Loss as percent of Heat Input (%),IMEP (bar),ISFC (kg/kW-hr),Indicated Thermal Efficiency (%),Mechanical Efficiency (%),Output Torque (Nm),Sum of Brake Power and Losses (%),Volumetric Efficiency (%)
0,112.24013709676669,2.392829049921078,0.3982056395960451,7.003416633750001,21.525131035622085,21.525131035622085,21.99387829094154,9.846583366249998,2.7888,44.67273857334098,5.757071383825575,0.16550741839762612,51.788787804278336,41.5633034643917,26.751870000000004,88.1917478999046,91.04882465163293
1,112.24013709676669,2.724508324167565,0.4126102304122181,6.7589211183975015,20.773669530358685,20.773669530358685,24.77351535772721,10.441078881602499,2.7888,42.43910164467393,6.9332874810636484,0.16213953488372096,52.864519301696575,39.29605301393896,30.460050000000003,87.98628653275982,107.41956660173774
2,59.129108144036664,1.0661119529351337,0.6516634048491151,1.6812360366525,13.15315315797606,13.15315315797606,13.759203480589024,7.3687639633475,1.0956,51.170591456736034,5.738821297974116,0.12106077348066296,70.80269128461899,18.57719377516575,11.919150000000002,78.08294809530112,89.02252265073929
3,59.129108144036664,1.3030257202540525,0.6479181183573004,1.9984006671750003,13.229184874718658,13.229184874718658,12.21971218206158,7.151599332825,1.2948,45.222556894243645,5.966113570798016,0.14150819672131146,60.5719581623196,21.840444450000003,14.567850000000002,70.67145395102388,91.53689924469148
4,59.129108144036664,0.3553706509783779,1.6066942153723454,0.619906383225,5.334822575086059,5.334822575086059,23.34895136099956,8.430093616775,0.9959999999999999,57.538487282463194,5.188048515685325,0.1100552486187845,77.8829604130809,6.849794289779005,3.97305,86.22226121854881,80.47875034264821
5,56.093826581515316,0.8291981856162152,0.7254467820923619,1.9221258325500006,11.815378857573153,11.815378857573153,16.775109698051462,8.32787416745,1.3944,57.18110537387645,4.421813212556735,0.1360390243902439,63.0071305630686,18.752447146829272,9.27045,85.77159392950107,57.453440568012994
6,59.129108144036664,0.5685930415654048,1.0329358210466444,0.9319397976000001,8.298123074813482,8.298123074813482,4.013793048456016,7.7180602024,0.9626339999999998,28.47222655062395,5.2775188077671915,0.11128716763005778,77.0208169905251,10.77387049248555,6.35688,40.784142673893456,85.65238429324702
7,59.129108144036664,0.829198185616215,0.7478054084458958,1.3318972940700002,11.462110964457834,11.462110964457834,11.57931398797806,7.38810270593,0.9959999999999999,43.77928380187417,5.428803114749311,0.11422018348623851,75.04302925989673,15.274051537500002,9.27045,66.82070875431006,87.40039213596634
8,129.63073072181027,1.5399394875729706,0.5303574013081392,4.50714931875,16.161608285821856,16.161608285821856,37.62933679161089,7.99285068125,2.3904,52.034805890227574,4.270824468713334,0.191232,44.82214572576018,36.05719455,17.216549999999998,105.82575096766034,105.15601616538966
9,98.97276991878039,3.103570351877833,0.3393856810443003,7.63025709285,25.255716579008343,25.255716579008343,24.707231704596165,11.389742907150001,2.5896,48.53246318607764,7.736293466183581,0.13615141955835963,62.95511717198464,40.11701941561514,34.69797,98.49541146968215,95.5790246094492
10,112.24013709676669,1.8953101385513487,0.47986123447980294,4.981440108600001,17.86230675774527,17.86230675774527,19.201732857355346,8.5185598914,2.3904,39.870419176706825,5.1364035926619165,0.17706666666666668,48.407917383821,36.899556360000005,21.189600000000002,76.93445879180744,101.39067333143979
11,112.24013709676669,2.132223905870267,0.5175041895600507,5.773866299595001,16.56301290761618,16.56301290761618,13.722373289454112,10.026133700405,2.988,37.42503346720215,5.83476235241424,0.1891139240506329,45.324153757888695,36.54345759237342,23.838300000000004,67.71041966427245,98.40988397279823
